Site.Code,Round,Name,SiteRound,Date,Year,Month,Day,Time.Start,Time.Stop,Survey.Time,Observers,Pond.Type,Lat,Long,Easting,Northing,Property.Owner,HUC10.Name,HUC12.Name,Nearest,Area,Elevevation,Pond.Made,Source,Developed200m,Forest200m,Wetlands200m,Lawn200m,HerbScrub200m,Water200m,Developed500m,Forest500m,Wetlands500m,Lawn500m,HerbScrub500m,Water500m,Barren.Land.1000m,Cultivated.Crops.1000m,Deciduous.Forest.1000m,Developed.High.Intensity.1000m,Developed.Low.Intensity.1000m,Developed.Medium.Intensity.1000m,Developed.Open.Space.1000m,Emergent.Herbaceuous.Wetlands.1000m,Evergreen.Forest.1000m,Hay.Pasture.1000m,Herbaceuous.1000m,Mixed.Forest.1000m,Open.Water.1000m,Shrub.Scrub.1000m,Woody.Wetlands.1000m,Developed1000m,Forest1000m,Wetlands1000m,Lawn1000m,HerbScrub1000m,Water1000m,Air.Temp,Wind,Humidity,Clouds,In.OutFlow,Canopy.Cover,Water.Temp,Conductivity,Sp.Condunctivity,DO.p,DO.mg,Salinity,Chloride,Turbidity,pH,av.DO,av.DOp,av.SpC,av.pH,av.Sal,av.Turb,av.temp,av.Chlor,Nitrate,People,Perc.Open.Water,Perc.Emergent,Perc.Total.Floating,Perc.Substrate,Perc.Submergent,Substrate,Surface.Heterogeneity ,Sub.Heterogeneity ,Sub.Score,Woody.Debris,Hab.Complexity,av.HC,Notes.2020,Notes.2019,Total.Rich.Native,Plant.Rich,Invert.Rich,Fish.Rich,Vert.Rich,Animal.Rich,Inv.Fish.Rich,Total.Rich,Inv.Fish.P,Herp.Rich,Amphib.Rich,L.clamitans,L.catesbeiana,A.americanus,L.pipiens,H.versicolor,L.palustris,P.maculata,P.crucifer,N.viridescens,Lithobates.spp,Turtles,C.picta,C.serpentina,E.blandingii,Turtle.Rich,Snakes,Fish,C.inconstans,U.limi,P.promelas,N.cornutus,Sm.Unidentified,Lg.Unidentified,L.gibbosus,L.macrochirus,A.melas,C.auratus,Lepomis.spp,L.cyanellus,M.salmoides,C.carpio,Amphipoda.Hyalellidae,Arachnida.Pisauridae,Bivalvia.Sphaeriidae,Bivalvia.Unionidae,Cladocera.spp,Coleoptera.Curculionoidea,Coleoptera.Dytiscidae,Coleoptera.Gyrinidae,Coleoptera.Haliplidae,Coleoptera.Hydrophilidae,Coleoptera.Lampyridae,Coleoptera.Scirtidae,Coleoptera.spp,Collembola.spp,Copepoda.spp,Decapoda.Cambaridae,Diptera.Ceratopogonidae,Diptera.Chaoboridae,Diptera.Chironomidae,Diptera.Culicidae,Diptera.Dixidae,Diptera.Dolichopodidae,Diptera.Ephydridae,Diptera.Psychodidae,Diptera.Sciomyzidae,Diptera.Stratiomyidae,Diptera.Tabanidae,Diptera.Tanyderidae,Diptera.Tipulidae,Diptera.spp,Ephemeroptera.Baetidae,Ephemeroptera.Caenidae,Ephemeroptera.Siphlonuridae,Gastropoda.Ancylidae,Gastropoda.Lymnaeidae,Gastropoda.Physidae,Gastropoda.Planorbidae,Gastropoda.Viviparidae,Hemiptera.Belostomatidae,Hemiptera.Corixidae,Hemiptera.Gerridae,Hemiptera.Mesoveliidae,Hemiptera.Nepidae,Hemiptera.Notonectidae,Hemiptera.Pleidae,Hemiptera.Saldidae,Hemiptera.spp,Hemiptera.Veliidae,Hirudinea.spp,Hydrachnidiae.spp,Isopoda.Asellidae,Lepidoptera.Pyralidae,Odonata.Aeshnidae,Odonata.Coenagrionidae,Odonata.Lestidae,Odonata.Libellulidae,Odonata.spp,Ostracod.spp,Plecoptera.Perlodidae,Trichoptera.Hydroptilidae,Trichoptera.Leptoceridae,Inverts.SEINE,Seine.Distance,Notes.Sweep.Seine,Potamogeton.nodosus,Phalaras.arundinacea,Eleocharis.spp,Ceratophyllum.demersum,Myriophyllum.spicatum,Polygonum.pensylvanicum,Aster.spp,Iris.versicolor,Potamogeton.foliosus,Typha.spp,Sparganium.spp,Scirpus.validus,Carex.spp,Lemna.minor,Sagittaria.latifolia,Elodia.canadensis,Wolffia.columbiana,Stuckenia.pectinata,Sagittaria.cuneata,Alisma.spp,Scirpus.spp,Scirpus.cyperinus,Riccia.fluitans,Potamogeton.spp,Salix.spp,Juncus.effiusus,Lemna.trisula,Drepanocladus.spp,Chara.contraria,Polygonum.amphibium,Ranunculus.sceleratus,Typha.angustifolia,Chara.globularis,Potamogeton.crispus,Phragmites.australis,Utricularia.macrorhiza,Typha.latifolia,Cicuta.bulbifera,Eleocharis.acicularis,Scirpus.fluviatilis,Scirpus.actutus,Spirodela.polyrhiza,Ludwigia.palustris,Vallisneria.americana,Acorus.calamus,Sparganium.eurycarpum,Eleocharis.palustris,Ranunculus.aquatilis,Poa.spp,Chara.spp,Chara.braunii,Myriophyllum.spp,Najas.flexilis,Nuphar.variegata,Pontederia.cordata,Nitella.flexilis,Elodia.nuttalli,Nymphaea.odorata,Potamogeton.zosteriformis,Scirpus.americanus,Lythrum.salicaria,Lycopus.americanus,Nasturtium.officinale,Impatiens.capensis,Sparganium.angustifolium,Ranunculus.flabellaris,Stuckenia.filiformis,Callitriche.palustris,Zannichellia.palustris
ET4,3,Edna Pond 4,ET4_3,6/1/2020,2020,6,1,10:18:00,10:55:00,0:37,DCT,Green Space,43.05533418,-89.31571572,311415.7246,4769562.111,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,30.47,906,NA,2000,Stormwater,0.251798561,0.201438849,0.446043165,0.079136691,0,0.021582734,0.462068966,0.191954023,0.195402299,0.070114943,0.071264368,0.009195402,0,0,0.052978236,0.123424971,0.395761741,0.217353952,0.103379152,0.04696449,0,0.023482245,0,0.018900344,0.002290951,0,0.015463918,0.736540664,0.07187858,0.062428408,0.103379152,0.023482245,0.002290951,17,10,63,98,2,8,16.7,112.8,134.2,27.2,2.58,0.06,146.38,189,7.02,3.38,38.93,137.43,6.97,0.07,184.12,19.98,57.3,NA,4,45,15,40,50,50,"Super Muddy,Rock ,NA",5,5,2,2,3.5,3.13,"Deep flocc and duckweed makes it hard to gauge submerged vegetation. Floating is a mix of wolffia, duckweed and algae.",NA,43,14,22,1,7,29,0,43,0,6,5,0,0,0,0,0,0,0,0,0,NA,"Painted,,,,NA",1,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ET4,4,Edna Pond 4,ET4_4,7/14/2020,2020,7,14,14:26:00,14:59:00,0:33,DCT,Green Space,43.05533418,-89.31571572,311415.7246,4769562.111,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,30.47,906,NA,2000,Stormwater,0.251798561,0.201438849,0.446043165,0.079136691,0,0.021582734,0.462068966,0.191954023,0.195402299,0.070114943,0.071264368,0.009195402,0,0,0.052978236,0.123424971,0.395761741,0.217353952,0.103379152,0.04696449,0,0.023482245,0,0.018900344,0.002290951,0,0.015463918,0.736540664,0.07187858,0.062428408,0.103379152,0.023482245,0.002290951,27,15,58,NA,2,8,22.9,96.9,101,49.5,4.13,0.05,41.37,241.37,6.92,3.38,38.93,137.43,6.97,0.07,184.12,19.98,57.3,NA,3,10,30,60,50,50,"Super Muddy,Leaf Litter,Rock ",1,5,3,2,2.75,3.13,"Drops off deep and muddy quickly. Submergent under wolffia, but also severla areas or bare mud. Hard to gauge submergent.",NA,43,14,22,1,7,29,0,43,0,6,5,1,0,0,0,0,0,0,0,0,NA,"Painted,,,,",1,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ET4,1,Edna Pond 4,ET4_1,6/13/2019,2019,6,13,8:50:00,10:00:00,1:10,"DP,CL,RH,EP",Green Space,43.05533418,-89.31571572,311415.7246,4769562.111,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,30.47,906,273,2000,Stormwater,0.251798561,0.201438849,0.446043165,0.079136691,0,0.021582734,0.462068966,0.191954023,0.195402299,0.070114943,0.071264368,0.009195402,0,0,0.052978236,0.123424971,0.395761741,0.217353952,0.103379152,0.04696449,0,0.023482245,0,0.018900344,0.002290951,0,0.015463918,0.736540664,0.07187858,0.062428408,0.103379152,0.023482245,0.002290951,14,15,56,0,NA,22,17.3,178.2,209.1,25.5,2.38,0.1,20.79,169.9,NA,3.38,38.93,137.43,6.97,0.07,184.12,19.98,57.3,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*no substrate info *VES inaccurate,43,14,22,1,7,29,0,43,0,6,5,1,1,0,1,0,0,0,0,0,1,Painted,1,0,0,1,NA,fathead minnows,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET4,2,Edna Pond 4,ET4_2,7/19/2019,2019,7,19,7:21:00,7:44:00,0:23,"BC,CL,EC",Green Space,43.05533418,-89.31571572,311415.7246,4769562.111,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,30.47,906,284,2000,Stormwater,0.251798561,0.201438849,0.446043165,0.079136691,0,0.021582734,0.462068966,0.191954023,0.195402299,0.070114943,0.071264368,0.009195402,0,0,0.052978236,0.123424971,0.395761741,0.217353952,0.103379152,0.04696449,0,0.023482245,0,0.018900344,0.002290951,0,0.015463918,0.736540664,0.07187858,0.062428408,0.103379152,0.023482245,0.002290951,22,12,84,70,NA,5,23,101.4,105.4,53.5,4.41,0.05,4.73,136.2,NA,3.38,38.93,137.43,6.97,0.07,184.12,19.98,57.3,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,14,22,1,7,29,0,43,0,6,5,1,1,0,0,1,0,0,0,0,0,NA,0,0,0,1,NA,Fathead,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snails,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET5,3,Edna Pond 5,ET5_3,6/1/2020,2020,6,1,11:00:00,11:37:00,0:37,DCT,Green Space,43.05470366,-89.31633163,311363.6314,4769493.473,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,11.59,2022,NA,2000,Stormwater,0.160583942,0.248175182,0.503649635,0.04379562,0,0.04379562,0.440229885,0.183908046,0.195402299,0.093103448,0.07816092,0.009195402,0,0,0.053008596,0.118051576,0.393123209,0.208022923,0.114613181,0.053581662,0,0.023495702,0,0.018911175,0.002292264,0,0.014899713,0.719197708,0.071919771,0.068481375,0.114613181,0.023495702,0.002292264,18,11,61,95,2,10,17.9,146.9,169.9,22,2.15,0.08,97.31,151.1,7.37,3.08,35.33,187.63,7.06,0.09,207.05,20.78,56.12,NA,2,25,2,73,20,80,"Mud,Vegetation,NA",3,2,1,3,2.25,1.88,"Very clear water and lots of submergent under duckweed. Although duckweed dominates surface, thick layer of pota. Spp. And coontail below.",NA,43,15,22,1,6,28,0,43,0,5,4,1,0,0,0,0,0,0,0,0,NA,"Painted,,,,NA",1,0,0,1,NA,"Possible small fish,,,,NA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ET5,4,Edna Pond 5,ET5_4,7/14/2020,2020,7,14,15:01:00,15:39:00,0:38,DCT,Green Space,43.05470366,-89.31633163,311363.6314,4769493.473,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,11.59,2022,NA,2000,Stormwater,0.160583942,0.248175182,0.503649635,0.04379562,0,0.04379562,0.440229885,0.183908046,0.195402299,0.093103448,0.07816092,0.009195402,0,0,0.053008596,0.118051576,0.393123209,0.208022923,0.114613181,0.053581662,0,0.023495702,0,0.018911175,0.002292264,0,0.014899713,0.719197708,0.071919771,0.068481375,0.114613181,0.023495702,0.002292264,27,15,59,80,2,5,22.8,104,108.6,5,0.42,0.05,93.87,369.1,6.75,3.08,35.33,187.63,7.06,0.09,207.05,20.78,56.12,NA,0,5,10,85,5,95,"Mud,,NA",1,1,1,3,1.5,1.88,Thick submergent under wolffia layer. Steep bank with little actual emergent. Hard to gauge submergent.,NA,43,15,22,1,6,28,0,43,0,5,4,1,0,0,0,1,0,0,0,0,NA,"Painted,,,,NA",1,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ET5,1,Edna Pond 5,ET5_1,6/13/2019,2019,6,13,13:50:00,14:40:00,0:50,"DP,CL,RH,EP",Green Space,43.05470366,-89.31633163,311363.6314,4769493.473,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,11.59,2022,269,2000,Stormwater,0.160583942,0.248175182,0.503649635,0.04379562,0,0.04379562,0.440229885,0.183908046,0.195402299,0.093103448,0.07816092,0.009195402,0,0,0.053008596,0.118051576,0.393123209,0.208022923,0.114613181,0.053581662,0,0.023495702,0,0.018911175,0.002292264,0,0.014899713,0.719197708,0.071919771,0.068481375,0.114613181,0.023495702,0.002292264,19,13,36,14,NA,12,19.1,264.9,298.5,49.3,4.4,0.14,48.66,120.1,NA,3.08,35.33,187.63,7.06,0.09,207.05,20.78,56.12,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*lots of dead snails *no VES *covered in duckweed *zoop tows were drags b/c of duckweed,43,15,22,1,6,28,0,43,0,5,4,1,1,1,0,0,0,0,0,0,1,NA,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET5,2,Edna Pond 5,ET5_2,7/19/2019,2019,7,19,8:47:00,9:02:00,0:15,"BC,EC,CL",Green Space,43.05470366,-89.31633163,311363.6314,4769493.473,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,11.59,2022,271,2000,Stormwater,0.160583942,0.248175182,0.503649635,0.04379562,0,0.04379562,0.440229885,0.183908046,0.195402299,0.093103448,0.07816092,0.009195402,0,0,0.053008596,0.118051576,0.393123209,0.208022923,0.114613181,0.053581662,0,0.023495702,0,0.018911175,0.002292264,0,0.014899713,0.719197708,0.071919771,0.068481375,0.114613181,0.023495702,0.002292264,26,6,77,100,NA,13,23.3,167.8,173.5,65,5.35,0.08,22.4,187.9,NA,3.08,35.33,187.63,7.06,0.09,207.05,20.78,56.12,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,15,22,1,6,28,0,43,0,5,4,1,0,0,0,0,0,0,0,0,0,Painted,1,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12 sweeps and 3 seines - nothing found,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET6,3,Edna Pond 6,ET6_3,5/31/2020,2020,5,31,8:40:00,10:18:00,1:38,DCT,Green Space,43.05305414,-89.31525709,311446.0863,4769307.868,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,23.03,5821,NA,1968,Stormwater,0.158273381,0.086330935,0.438848921,0,0.258992806,0.057553957,0.475372279,0.154639175,0.192439863,0.111111111,0.057273769,0.009163803,0,0,0.053008596,0.120057307,0.359312321,0.217191977,0.117191977,0.069340974,0,0.023495702,0,0.018911175,0.003724928,0,0.017765043,0.696561605,0.071919771,0.087106017,0.117191977,0.023495702,0.003724928,11,7,56,0,2,0,19.4,132.7,148.6,71.5,6.5,0.07,133.66,302.3,7.13,6.99,81.08,194.08,7.2,0.09,189.3,22.2,75.25,NA,6,75,13,12,50,50,"Mud,Leaf Litter,NA",3,5,2,1,2.75,2.5,"Shallow wetlands surround site, bordered by typha, typha leaves and mud is the substrate, then open water with pota spp. As the dominant submergent. Water fairly turbid and some light film and duckweed. Trees on edge of wetland but not directly over site. Fairly bust trail next to site.",NA,42,13,20,4,9,29,0,42,0,5,3,1,1,0,0,0,0,0,0,0,NA,"Painted,,,,NA",1,0,0,2,NA,"Fathead minnow, black bullhead catfish,,,,NA",0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ET6,4,Edna Pond 6,ET6_4,8/11/2020,2020,8,11,8:50:00,9:58:00,1:08,DCT,Green Space,43.05305414,-89.31525709,311446.0863,4769307.868,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,23.03,5821,NA,1968,Stormwater,0.158273381,0.086330935,0.438848921,0,0.258992806,0.057553957,0.475372279,0.154639175,0.192439863,0.111111111,0.057273769,0.009163803,0,0,0.053008596,0.120057307,0.359312321,0.217191977,0.117191977,0.069340974,0,0.023495702,0,0.018911175,0.003724928,0,0.017765043,0.696561605,0.071919771,0.087106017,0.117191977,0.023495702,0.003724928,18,2,81,0,2,1,21.8,126.3,134.6,41.4,3.7,0.06,5.9,267.9,7.26,6.99,81.08,194.08,7.2,0.09,189.3,22.2,75.25,NA,0,30,20,50,60,40,"Mud,Super Muddy,NA",3,4,2,0,2.25,2.5,"Variety of submergent that is evenly distributed throughout pond, very little emergent aside from typha. Water significantly lower, with far less typha in water than previous. 1000s of shiners and tads and bullfrogs.",NA,42,13,20,4,9,29,0,42,0,5,3,0,1,0,0,0,0,0,0,0,NA,"Painted,Snapping,,,NA",1,1,0,2,NA,"Shiner,,,,NA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ET6,1,Edna Pond 6,ET6_1,6/13/2019,2019,6,13,14:52:00,15:30:00,0:38,"DP,CL,RH,EP",Green Space,43.05305414,-89.31525709,311446.0863,4769307.868,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,23.03,5821,265,1968,Stormwater,0.158273381,0.086330935,0.438848921,0,0.258992806,0.057553957,0.475372279,0.154639175,0.192439863,0.111111111,0.057273769,0.009163803,0,0,0.053008596,0.120057307,0.359312321,0.217191977,0.117191977,0.069340974,0,0.023495702,0,0.018911175,0.003724928,0,0.017765043,0.696561605,0.071919771,0.087106017,0.117191977,0.023495702,0.003724928,21,13,34,17,NA,2,20.7,265.4,289.4,145.9,12.71,0.14,60.96,137.7,NA,6.99,81.08,194.08,7.2,0.09,189.3,22.2,75.25,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*no VES *unknown adult frog,42,13,20,4,9,29,0,42,0,5,3,1,0,1,0,0,0,0,0,0,0,NA,0,0,0,2,NA,"large fish, minnows-probably fatheads",0,0,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET6,2,Edna Pond 6,ET6_2,7/9/2019,2019,7,9,9:12:00,9:25:00,0:13,"BC,EC,CL",Green Space,43.05305414,-89.31525709,311446.0863,4769307.868,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,23.03,5821,266,1968,Stormwater,0.158273381,0.086330935,0.438848921,0,0.258992806,0.057553957,0.475372279,0.154639175,0.192439863,0.111111111,0.057273769,0.009163803,0,0,0.053008596,0.120057307,0.359312321,0.217191977,0.117191977,0.069340974,0,0.023495702,0,0.018911175,0.003724928,0,0.017765043,0.696561605,0.071919771,0.087106017,0.117191977,0.023495702,0.003724928,26,NA,77,NA,NA,2,26.9,211.1,203.7,65.5,5.05,0.1,31.12,49.3,NA,6.99,81.08,194.08,7.2,0.09,189.3,22.2,75.25,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No pond type/garbage/shoreline vegetated,42,13,20,4,9,29,0,42,0,5,3,1,1,0,0,0,0,0,0,0,1,Painted,1,0,0,2,NA,NA,0,0,0,1,0,0,0,0,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
